번호,시/도,시/군/구,서점명,매장번호,주소,인증여부
2097,부산광역시,사하구,대림서점,051-262-7141,부산 사하구 다대낙조1길 53 (다대동),미인증
2094,부산광역시,동래구,대명서점,051-529-3339,부산 동래구 시실로 133 (명장동),미인증
2083,부산광역시,북구,대성서점,051-335-6878,부산 북구 시랑로132번길 75 1층 (구포동),미인증
2081,부산광역시,해운대구,대승서점,051-703-1129,부산 해운대구 세실로 31 (좌동) 104호,미인증
2071,부산광역시,남구,대연서점,051-629-7403,부산 남구 용소로 45 (대연동) 부경대학교,미인증
2063,부산광역시,해운대구,대원서점,051-702-7484,"부산 해운대구 좌동순환로 252 (좌동, 대원아파트) 상가동 대원서점",미인증
2037,부산광역시,북구,대한도서,051-332-7339,부산 북구 덕천1길 10 (덕천동),인증
2031,부산광역시,수영구,"더,플레이스",051-626-2358,"부산 수영구 수영로 409 (남천동)4층 더,플레이스",미인증
2017,부산광역시,사상구,덕포서점,051-301-7108,부산 사상구 강선로 7 (덕포동),인증
2010,부산광역시,수영구,도산서원,051-751-5941,부산 수영구 연수로310번길 55 (망미동),미인증
1985,부산광역시,동래구,동래서점,051-501-2095,부산 동래구 사직북로 27 (사직동),인증
1983,부산광역시,남구,동명대학교서점,051-621-7543,부산 남구 신선로 428 (용당동) 1층,미인증
1968,부산광역시,부산진구,동성서점,051-868-5640,부산 부산진구 진남로 494 (양정동),인증
1966,부산광역시,사하구,동아대학교 구내서점,051-204-1644,부산 사하구 낙동대로550번길 37 (하단동) 학생회관 지하 1층,미인증
1965,부산광역시,서구,동아대횃불서림,070-4101-1626,부산 서구 구덕로 225 (부민동2가)동이대학교국제관지하1층,미인증
1957,부산광역시,남구,동아서적,051-624-8813,부산 남구 용소로 4 (대연동),미인증
1956,부산광역시,중구,동아서적,051-256-8541,부산 중구 대청로 59 (보수동1가),인증
1942,부산광역시,사상구,동아서점,051-316-0707,부산 사상구 대동로 103 (학장동)홍이빌딩 동아서점,미인증
1925,부산광역시,부산진구,동의대교내서점,051-891-8400,부산 부산진구 엄광로 176 (가야동),미인증
1923,부산광역시,동래구,동인서점,051-503-2145,부산 동래구 쇠미로31번길 7 (사직동),인증
1918,부산광역시,수영구,동주 책방,010-9669-0002,부산 수영구 과정로15번길 8-1 (망미동),미인증
1914,부산광역시,남구,동천서점,051-628-0535,부산 남구 못골번영로 82 (대연동),미인증
1906,부산광역시,수영구,두두디북스,010-4948-0367,"부산 수영구 수영로510번길 43 (광안동, 광남빌라) 지하 1층",미인증
1898,부산광역시,부산진구,드림북스,051-852-0970,부산 부산진구 연수로54번길 28 (양정동),미인증
1851,부산광역시,부산진구,마법의정원,010-2083-0249,부산 부산진구 백양대로18번길 23 (부암동),미인증
1831,부산광역시,북구,만덕서점,051-343-5082,부산 북구 덕천로234번길 48 (만덕동) 1층 14호 그린코아상가,미인증
1819,부산광역시,기장군,메가북스,051-913-1711,부산 기장군 정관읍 달산4길 82 1층,미인증
1816,부산광역시,남구,메트로서점,051-627-7200,"부산 남구 분포로 111 (용호동, 엘지메트로시티) 분산1상가 메트로서점",미인증
1807,부산광역시,기장군,명문서적,051-325-4538,부산 기장군 정관읍 정관2로 51-27 케이스퀘어 지하동 101호,미인증
1797,부산광역시,해운대구,명성서점,051-781-9169,부산 해운대구 재반로 243-1 (반여동),미인증
1796,부산광역시,연제구,명인서점,051-503-4386,부산 연제구 여고로 84-1 (거제동)1층,미인증
1792,부산광역시,강서구,명지서점문구,051-291-3600,부산 강서구 명지국제6로 286 (명지동) 1층 108호,미인증
1790,부산광역시,강서구,명호서점문구,051-294-9388,부산 강서구 명지오션시티3로 9 (명지동)거림빌딩 1층 103호,인증
1779,부산광역시,금정구,목민서관,051-512-4710,부산 금정구 동부곡로6번길 13 (부곡동),인증
1757,부산광역시,중구,문우당서점,051-241-5555,부산 중구 해관로 41-1 (중앙동2가) 2층,미인증
1755,부산광역시,사하구,문장서점,051-207-1327,부산 사하구 오작로8번길 62 (감천동),미인증
1748,부산광역시,남구,문현도서,051-642-4535,"부산 남구 고동골로 86-46 (문현동, 삼창맨션)문현도서",미인증
1709,부산광역시,남구,미우서재,051-995-3995,부산 남구 용호로 268-5 (용호동),미인증
1708,부산광역시,해운대구,미지의 세계,010-5324-9720,부산 해운대구 아랫반송로39번길 18-4 (반송동) 1층,미인증
1689,부산광역시,남구,박영도서,051-639-4989,부산 남구 전포대로40번길 5 (문현동),미인증
1675,부산광역시,수영구,밤산책방,010-4824-8318,부산 수영구 수영로510번길 42 (광안동) 지하1층 1호,미인증
1664,부산광역시,동구,백운서점,051-468-1485,부산 동구 중앙대로371번길 71-1 (수정동),미인증
1630,부산광역시,사하구,보성서점,,부산 사하구 괴정로244번길 33 (괴정동),미인증
1618,부산광역시,남구,부경도서,0507-1388-1644,"부산 남구 용소로21번길 51 (대연동, 청솔원룸) 1층",미인증
1617,부산광역시,금정구,부곡서점,051-513-0898,부산 금정구 동부곡로5번길 153 (부곡동),인증
1613,부산광역시,북구,부산과학기술대학교내서점,051-330-7098,부산 북구 시랑로132번길 88 (구포동) 1층,미인증
1612,부산광역시,금정구,부산도서,051-517-1011,부산 금정구 부산대학로63번길 7-1 (장전동) 1층 부산도서,미인증
1611,부산광역시,사하구,부산보건대학교 구내서점,051-291-7543,부산 사하구 사리로55번길 16 10호관 학생회관 1층 (괴정동),미인증
1610,부산광역시,부산진구,부산여자대학교 구내서점,051-852-3050,부산 부산진구 진남로 504-1 (양정동),미인증
1608,부산광역시,사하구,부여고서점,051-505-5959,부산 사하구 낙동대로520번길 27 (하단동),미인증
1553,부산광역시,강서구,북앤스페이스,051-271-8004,부산 강서구 명지오션시티8로 7-1 (명지동) 1층,미인증
1551,부산광역시,강서구,북앤컬쳐 명지국제신도시서점,051-205-8999,부산 강서구 명지국제8로 265 (명지동),미인증
1542,부산광역시,강서구,북컬쳐(국제신도시서점),051-205-8999,부산 강서구 명지국제8로 265 (명지동),미인증
1541,부산광역시,사상구,북컬쳐(부산),051-808-8899,부산 부산진구 동천로 59 (부전동),미인증
1536,부산광역시,강서구,북타운 스타필드시티명지점,051-990-0159,부산 강서구 명지국제6로 168 (명지동),미인증
1524,부산광역시,남구,브이데이,051-626-7745,부산 남구 조각공원로27번길 24 (대연동),미인증
1521,부산광역시,해운대구,블루문마을서점,010-2278-7312,부산 해운대구 달맞이길62번가길 41-5 2호 (중동),미인증
1512,부산광역시,수영구,비온후,051-645-4115,부산 수영구 망미번영로63번길 16 (망미동),미인증
1496,부산광역시,기장군,사계절서점,051-722-4412,부산 기장군 기장읍 읍내로94번길 2,미인증
1466,부산광역시,수영구,삼성도서,051-752-3285,부산 수영구 수영로 519 (광안동),미인증
1460,부산광역시,사하구,삼성서점,051-292-7722,"부산 사하구 감천로43번길 27 (감천동, 대건아파트)",미인증
1443,부산광역시,동구,상록도서,051-645-9619,부산 동구 정공단로 47 (범일동) 1층 상록도서,미인증
1432,부산광역시,서구,상학당서점,051-255-2036,부산 서구 망양로 36 (서대신동3가),미인증
1423,부산광역시,부산진구,새학문서점,051-892-1918,부산 부산진구 엄광로 25 (개금동),미인증
1422,부산광역시,금정구,새학서적,051-521-5277,부산 금정구 삼차로 6 (부곡동),미인증
1410,부산광역시,수영구,샵메이커즈,051-512-9906,부산 수영구 남천동로 5 (남천동) 2층,미인증
1356,부산광역시,북구,석정도서,051-341-9331,"부산 북구 백양대로 1025 (구포동, 협진태양아파트)1층 131호(협진태양쇼핑프라자)",미인증
1344,부산광역시,북구,성공도서,051-635-8300,"부산 북구 금곡대로 166 (화명동, 롯데캐슬카이저 상가319호) 성공도서",미인증
1333,부산광역시,남구,성지서점,051-642-5393,부산 남구 우암로 150-2 (우암동),미인증
1328,부산광역시,중구,세기서적,051-247-8368,부산 중구 책방골목길 12 (보수동1가),인증
1299,부산광역시,해운대구,센텀서점SKY문구,051-741-7795,"부산 해운대구 센텀중앙로 145 (재송동, 더샵센텀파크1차아파트)",미인증
1295,부산광역시,,소년소녀책방,010-7252-3713,부산 사상구 사상로336번길 26 (덕포동) 1층,미인증
1279,부산광역시,영도구,손목서가,051-8634-0103,부산 영도구 흰여울길 307 (영선동4가),미인증
1228,부산광역시,동래구,스테레오북스,010-8482-1020,부산 동래구 온천천로453번길 14 (안락동),미인증
1179,부산광역시,수영구,신한빛서점,051-752-6349,부산 수영구 광서로 4 (광안동),미인증
1166,부산광역시,금정구,쓰다북스,051-802-5244,부산 금정구 금정로 197 (구서동),미인증
1156,부산광역시,사상구,아람서점,051-999-5408,부산 사상구 백양대로700번길 140 (괘법동) 미술관 211호,미인증
1075,부산광역시,금정구,여고서점,051-528-5108,부산 금정구 서부로76번길 22-1 (서동),미인증
1067,부산광역시,중구,여행하다(여기서행복하다),010-4585-4309,부산 중구 대청로 141 (중앙동3가) 17 1층,미인증
1032,부산광역시,해운대구,영광서점,051-543-6780,부산 해운대구 아랫반송로23번길 10 (반송동),미인증
1024,부산광역시,해운대구,영산도서,051-543-7011,부산 해운대구 반송순환로 141 (반송동),미인증
1018,부산광역시,해운대구,영재서적,051-703-0708,부산 해운대구 좌동순환로 303 2층 (좌동),미인증
1017,부산광역시,기장군,영재서적 정관점,051-727-5456,부산 기장군 정관읍 정관로 581 2층,미인증
1016,부산광역시,해운대구,영재서적 해강점,051-731-5996,"부산 해운대구 해운대로 428 (우동, 동부올림픽타운)",미인증
998,부산광역시,영도구,예림서점,051-403-9516,부산 영도구 중리북로21번길 28 (동삼동) 예림서점,미인증
997,부산광역시,금정구,예쁜책방 헤이즐,051-518-1492,부산 금정구 부산대학로49번길 50 (장전동),미인증
983,부산광역시,영도구,오늘의 양식,0507-1353-4746,부산 영도구 하나길 788 (봉래동5가) 2층,미인증
979,부산광역시,강서구,오래서점,051-205-0521,"부산 강서구 명지국제3로 97 (명지동, 삼정그린코아 더베스트)D111호",미인증
911,부산광역시,부산진구,우리서점,051-805-3422,부산 부산진구 동성로 20-1 (전포동),미인증
909,부산광역시,연제구,우리서점 문구,051-851-0444,부산 연제구 쌍미천로142번길 19 (연산동),미인증
896,부산광역시,수영구,우연한 서점,010-9913-4777,부산 수영구 민락본동로11번길 12 (민락동) 1층,미인증
886,부산광역시,부산진구,웅비서점,051-808-2300,부산 부산진구 성지로94번길 14 (초읍동)웅비서점,미인증
872,부산광역시,동래구,월드서점,051-522-3069,부산 동래구 충렬사로67번길 10 (명장동) 월드서점,미인증
858,부산광역시,연제구,유성도서,051-851-0823,부산 연제구 연수로 220 (연산동),미인증
848,부산광역시,부산진구,율곡서점,051-896-6464,부산 부산진구 백양대로 302 (개금동),미인증
838,부산광역시,부산진구,"은은한, 책",010-5543-8503,부산 부산진구 백양순환로119번길 9 (부암동),미인증
806,부산광역시,기장군,이터널 저니,051-604-7222,부산 기장군 기장읍 기장해안로 268-31,미인증
796,부산광역시,수영구,인디고서원,051-628-2897,부산 수영구 수영로408번길 28 (남천동),미인증
781,부산광역시,기장군,일광서점,051-724-4794,부산 기장군 일광읍 해빛4로 1 (이지더원1차 오션포레) 1층 109호,미인증
760,부산광역시,부산진구,잉크앤페더 부산점,051-645-0515,부산 부산진구 범일로 181 (범천동),미인증
752,부산광역시,북구,작은책방 북적북적,051-361-0403,부산 북구 산성로 17-4 (화명동),미인증
751,부산광역시,연제구,잔메서점,051-862-3666,부산 연제구 고분로143번길 8 (연산동),미인증
742,부산광역시,동래구,장원도서,051-505-3227,부산 동래구 사직북로19번길 40 (사직동) 장원도서,인증
735,부산광역시,금정구,장전서점,051-515-9216,부산 금정구 금강로335번길 15 (장전동),미인증
720,부산광역시,사상구,정록서림,051-305-1216,부산 사상구 사상로 289 1층 (덕포동),미인증
641,부산광역시,해운대구,주문도서,051-781-4051,부산 해운대구 재송1로 80 (재송동),인증
632,부산광역시,수영구,주책공사,010-8520-3530,부산 수영구 민락본동로19번길 36-11 (민락동),미인증
593,부산광역시,금정구,지산서림,051-512-3289,부산 금정구 오륜대로 46-2 (부곡동),미인증
592,부산광역시,남구,지성도서,051-624-5900,부산 남구 못골로41번길 6 (대연동) 3층,미인증
544,부산광역시,연제구,책과아이들,051-506-1448,부산 연제구 교대로16번길 20 (거제동),미인증
537,부산광역시,연제구,책마을,051-753-8685,부산 연제구 안연로8번길 19 (연산동) 3층,미인증
526,부산광역시,연제구,책방 감,051-581-3318,부산 연제구 교대로24번길 10 (거제동) 2층,미인증
492,부산광역시,기장군,책방기억의숲,010-4845-1007,부산 기장군 기장읍 기장대로 82 책방 기억의 숲,미인증
488,부산광역시,강서구,책방너머,051-941-4532,부산 강서구 명지국제11로 66 (명지동) 시디에스빌딩 1층,미인증
477,부산광역시,부산진구,책방밭개,070-4242-0019,부산 부산진구 개금온정로17번길 77 (개금동) 1층,미인증
475,부산광역시,해운대구,책방봄봄,051-744-5479,부산 해운대구 좌동로 9 (중동),미인증
458,부산광역시,수영구,책방오월,010-2578-0514,부산 수영구 민락로13번길 21 (민락동) 2층,미인증
449,부산광역시,연제구,책방카프카의밤,,부산 연제구 고분로191번길 20 (연산동),미인증
439,부산광역시,영도구,책빵앤,010-5212-8366,부산 영도구 봉래언덕길 9 (봉래동4가) 1층,미인증
437,부산광역시,동래구,책사랑문고,051-525-1596,부산 동래구 안락로125번가길 25 (안락동),미인증
413,부산광역시,수영구,청백서점,,부산 수영구 수영로 709-1 (수영동),미인증
410,부산광역시,사하구,청솔서점,051-202-6338,부산 사하구 하신번영로 195 (신평동),인증
409,부산광역시,부산진구,청솔서점,051-817-3023,부산 부산진구 동성로 15 (전포동),미인증
352,부산광역시,북구,코끼리서점,051-361-0011,부산 북구 금곡대로303번길 25 (화명동) 명신프라자 103호실,미인증
348,부산광역시,강서구,코코래빗 명지점,051-271-1978,"부산 강서구 명지오션시티10로 16 (명지동, 영어도시 퀸덤1차)1층 252호",인증
344,부산광역시,부산진구,크레타,010-5485-6285,부산 부산진구 서전로47번길 27 (전포동) 201호,미인증
342,부산광역시,동래구,크리스탈북스,010-7914-6593,부산 동래구 사직로 70 (사직동) 1층,미인증
333,부산광역시,남구,탑서점,051-631-9900,부산 남구 진남로153번길 11-7 (대연동)1층 탑서점,미인증
324,부산광역시,연제구,태양서점,051-863-2980,부산 연제구 고분로143번길 7 (연산동),인증
323,부산광역시,연제구,태영서점,051-852-7276,부산 연제구 신금로17번길 18-6 (연산동) 1층,미인증
314,부산광역시,수영구,티티새와 나무,010-5142-7377,부산 수영구 수영로588번길 27 (광안동),미인증
304,부산광역시,수영구,편집숍 비비드,010-4919-3104,부산 수영구 망미번영로60번길 8 (수영동),미인증
284,부산광역시,사하구,푸른서점,051-293-6456,"부산 사하구 감천로43번길 10 (감천동, 1층)",인증
275,부산광역시,금정구,프라임북스,051-206-7263,부산 금정구 동부곡로15번길 63 (부곡동),미인증
268,부산광역시,부산진구,플러스비 서점 (가야점),051-898-9436,"부산 부산진구 냉정로 223 (개금동, 유창아이리치) 2층 202호",미인증
257,부산광역시,금정구,하나도서,051-526-1097,부산 금정구 서부로 6 (서동),미인증
242,부산광역시,동래구,하늘책방,051-552-5850,"부산 동래구 명륜로 170 (명륜동, 명륜아이파크1단지) 상가동",미인증
222,부산광역시,금정구,학우사,051-513-5824,부산 금정구 체육공원로 14 학우사,미인증
198,부산광역시,북구,한국도서,051-342-1555,부산 북구 금곡대로285번길 30 (화명동),미인증
195,부산광역시,영도구,한국해양대 구내서점,051-410-5111,부산 영도구 태종로 727 (동삼동),미인증
173,부산광역시,중구,한마음서점,051-256-9825,부산 중구 책방골목길 9 (보수동1가),인증
148,부산광역시,금정구,한솔서점,051-517-2838,부산 금정구 두실로15번길 52-5 (구서동),인증
139,부산광역시,해운대구,한양서적,051-702-0777,부산 해운대구 좌동순환로 180 (좌동) 2층,미인증
137,부산광역시,해운대구,한양서적반여점,051-525-2102,부산 해운대구 반여로 98 청암빌딩 2층 (반여동),미인증
127,부산광역시,해운대구,해강문구서적,051-746-5847,부산 해운대구 해운대해변로 83 경남상가 1층 (우동),미인증
124,부산광역시,사하구,해든서점,051-263-5305,부산 사하구 다대로429번길 15 (다대동),미인증
118,부산광역시,해운대구,해운도서,015-782-3987,부산 해운대구 해운대로76번길 43 (재송동)1층,인증
114,부산광역시,기장군,해파랑 도서,070-7547-7899,부산 기장군 기장읍 대변로 14 1층 101호 (해리빌라),미인증
111,부산광역시,연제구,핸즈북스,051-868-2682,부산 연제구 거제대로252번길 7 (거제동) 2층,미인증
105,부산광역시,기장군,행복서점,051-721-7402,부산 기장군 정관읍 정관로 495,미인증
96,부산광역시,사하구,향학서점,051-204-9381,부산 사하구 낙동대로 518 (하단동),미인증
77,부산광역시,금정구,현대서점,051-581-7963,부산 금정구 남산로 30 현대서점 (남산동),미인증
76,부산광역시,사하구,현대서점,051-263-7079,"부산 사하구 다대로 473 (다대동, 다대포현대아파트)맘모스프라자1층3호",인증
26,부산광역시,북구,화명서점,051-337-0140,부산 북구 화명신도시로 130 로얄팰리스 110호 화명서점,인증
13,부산광역시,금정구,효원도서,051-517-6871,부산 금정구 부산대학로 63 (장전동),인증
1,부산광역시,수영구,흰돌서점,051-625-9633,부산 수영구 남천서로32번길 38 흰돌서점,미인증
2571,대전광역시,유성구,(주)위드북스,042-671-7007,대전 유성구 테크노중앙로 14 (관평동)롯데마트대덕 테크노 밸리점 2층,미인증
2532,대전광역시,동구,가오서점,042-286-7204,대전 동구 대전로448번길 59 1층 가오서점 (가오동),미인증
2454,대전광역시,중구,계룡문고,042-222-4600,대전 중구 중앙로 119 (선화동) 지하1층,미인증
2428,대전광역시,서구,골드북 선사점,042-472-2009,대전 서구 월평북로 85 (월평동)삭산빌딩1층,미인증
2427,대전광역시,서구,골드북둔산점,042-486-8821,대전 서구 둔산로 214-1 (둔산동),미인증
2418,대전광역시,유성구,공감앤스페이스,042-719-2007,대전 유성구 교촌로10번길 19-6 (교촌동),미인증
2408,대전광역시,서구,관저북스(관저서적롯데시네마점),042-221-6677,대전 서구 봉우로8번길 23 3층 323.324호 (관저동),미인증
2407,대전광역시,서구,관저서적,042-543-1774,대전 서구 관저동로 70 (관저동),미인증
2395,대전광역시,유성구,광장서점,042-822-2044,대전 유성구 은구비남로33번길 61 (지족동),미인증
2370,대전광역시,중구,구구절절,070-7758-6844,대전 중구 테미로 34-1 (대흥동),미인증
2369,대전광역시,중구,구구절절,070-7758-6844,대전 중구 테미로 34-1 (대흥동)1층,미인증
2351,대전광역시,중구,국제서림,042-256-1297,대전 중구 중앙로 167-2 (은행동),미인증
2300,대전광역시,서구,글로리문구,042-534-7712,대전 서구 대덕대로112번길 54 (갈마동),미인증
2283,대전광역시,중구,금강서적,042-526-9032,대전 중구 계백로1565번길 68 (유천동) 지하 1호,미인증
2273,대전광역시,유성구,기신서적유성기독백화점,042-822-1551,대전 유성구 계룡로 150 (봉명동)301호,미인증
2254,대전광역시,서구,꿈꾸는책방,042-221-6678,대전 서구 봉우로8번길 23 (관저동)323호,미인증
2237,대전광역시,중구,나리문구.서점,042-253-2088,대전 중구 목동로 42 (목동) 복합빌딩 110호,미인증
2204,대전광역시,중구,노란우산,010-8292-8188,대전 중구 유천로18번길 29-3 (유천동),미인증
2171,대전광역시,중구,다다르다,010-9430-2715,대전 중구 중교로73번길 6 (은행동),미인증
2126,대전광역시,동구,대견서점,042-628-7658,대전 동구 우암로 59-2 (삼성동),미인증
2107,대전광역시,대덕구,대덕서점,042-226-4230,대전 대덕구 송촌북로36번길 18 (송촌동),미인증
2090,대전광역시,유성구,대성서적,042-825-4748,대전 유성구 동서대로 681 (원신흥동) 1층 대성서적,미인증
2084,대전광역시,중구,대성서점,042-933-0620,대전 중구 목동 23-11 대전중구목동23-11,미인증
2076,대전광역시,유성구,대아서적,042-254-6866,대전 유성구 테크노4로 133 (관평동)107호 대아서적,미인증
2068,대전광역시,중구,대원당서점,010-3409-7820,대전 중구 문화로 181 (문화동) 1층 1호,미인증
2053,대전광역시,서구,대진서점,042-545-431,"대전 서구 관저북로 87 (관저동, 원앙마을 1단지) 1단지 상가 102호 대진서점",미인증
2036,대전광역시,유성구,대한문고,042-862-1197,대전 유성구 어은동 110 지하,미인증
2007,대전광역시,서구,도안문고,042-584-1657,대전 서구 도안동로11번길 45 (도안동)kdu플라자 203호,미인증
1999,대전광역시,서구,동네북,042-545-3100,대전 서구 관저로 3-4 (관저동)105호,미인증
1921,대전광역시,대덕구,동일서적,042-673-0267,대전 대덕구 홍도로119번길 26 (중리동),미인증
1913,대전광역시,대덕구,동춘서점,042-624-0229,대전 대덕구 선비마을로23번길 51 (송촌동),미인증
1900,대전광역시,서구,둔원랜드서점,042-534-0954,대전 서구 갈마로147번길 45-17 (갈마동),미인증
1881,대전광역시,동구,라온북스,070-8224-1000,대전 동구 은어송로 72 (가오동) 패션아일랜드 3층,미인증
1865,대전광역시,서구,롯데서점,042-534-2942,"대전 서구 신갈마로 46 (내동, 롯데아파트) 116호",미인증
1845,대전광역시,유성구,마음독립서점,042-822-6912,대전 유성구 은구비서로24번길 6 (지족동) 지하1층,미인증
1820,대전광역시,,머물다가게,070-8098-6634,대전 동구 동대전로154번길 39 (자양동) 2층,미인증
1812,대전광역시,중구,명동서적,042-222-1739,대전 중구 동서대로 1367 (목동),미인증
1805,대전광역시,서구,명문서적,042-487-4529,대전 서구 만년로12번길 21 (만년동)1층 명문서적,미인증
1799,대전광역시,동구,명석문고,042-622-2433,대전 동구 우암로381번길 2 (가양동),미인증
1766,대전광역시,중구,문명서점,042-252-5199,대전 중구 대종로 628 (중촌동),미인증
1720,대전광역시,중구,미래도서,042-257-4779,대전 중구 선화서로 48 (선화동),미인증
1690,대전광역시,서구,바베트의 만찬,010-9488-0011,대전 서구 계룡로367번길 106 (갈마동) 101호,미인증
1669,대전광역시,서구,배제대학교 구내서점,042-520-5283,대전 서구 배재로 155-40 (도마동),미인증
1659,대전광역시,유성구,버찌책방,010-7310-7362,대전 유성구 지족로349번길 48-7 (지족동),미인증
1638,대전광역시,서구,보람문고,042-533-2323,대전 서구 계룡로326번길 175 (갈마동)1층,미인증
1595,대전광역시,대덕구,북라이프서점,042-626-0122,대전 대덕구 동춘당로44번길 13 (송촌동) 1층 <북라이프서점>,미인증
1464,대전광역시,서구,삼성문고,042-536-6500,대전 서구 배재로 209 (도마동),미인증
1456,대전광역시,서구,삼요소,010-9336-6506,대전 서구 갈마역로 1 (갈마동) 2층,미인증
1449,대전광역시,유성구,삼화서적 도안점,042-825-5161,대전 유성구 상대동로 34 (상대동) 동화빌딩 2층,미인증
1448,대전광역시,유성구,삼화서적 반석점,042-826-1080,대전 유성구 반석로 15 하이클래스프라자 빌딩 지하1층 1호 (반석동),미인증
1446,대전광역시,유성구,삼화서점(테크노),042-671-3311,"대전 유성구 관평2로 32-1 201호(관평동, 엔젤빌딩)",미인증
1424,대전광역시,대덕구,새일서적,042-933-5000,대전 대덕구 신탄진동 145-11 1층 새일서적,미인증
1415,대전광역시,중구,샘터책방,042-226-6792,대전 중구 보문로95번길 37 (부사동),미인증
1380,대전광역시,동구,서점 아카데미,042-626-0647,대전 동구 비래서로42번길 50 (가양동),미인증
1370,대전광역시,유성구,서점이도저도,010-2268-5342,대전 유성구 신성로62번길 15 (신성동) 1층,미인증
1351,대전광역시,대덕구,선비서적,042-624-3631,대전 대덕구 동춘당로54번길 32 (송촌동),미인증
1331,대전광역시,유성구,성진서점,042-862-7603,"대전 유성구 엑스포로 448 (전민동, 엑스포아파트)",미인증
1323,대전광역시,중구,세이북스토어,042-222-4800,대전 중구 계백로 1700 (문화동) 지하1층,미인증
1321,대전광역시,대덕구,세종문고,042-337-1800,대전 대덕구 한밭대로 1133 (중리동) 증산도교육문화회관내,미인증
1270,대전광역시,대덕구,송촌서점,042-625-7738,대전 대덕구 동춘당로 173 (법동),미인증
1266,대전광역시,서구,수밋들서점,010-8466-2253,대전 서구 정림동로5번길 6 (정림동) 201호,미인증
1205,대전광역시,서구,신계서적,042-585-7670,대전 서구 복수동로 40-13 (복수동)신계서적,미인증
1203,대전광역시,동구,신광서점,042-622-7691,대전 동구 용운로1번길 28-11 (대동)1층,미인증
1201,대전광역시,서구,신다모아서점,042-489-2960,"대전 서구 월평동로 83 (월평동, 다모아아파트)",미인증
1194,대전광역시,서구,신서적,042-487-1385,대전 서구 갈마역로25번길 7 (갈마동) 신서적,미인증
1193,대전광역시,유성구,신성문구서적,042-862-1554,대전 유성구 신성동 214-4 1층,미인증
1182,대전광역시,동구,신진서림,042-633-0202,대전 동구 동대전로 171 학생회관 1층 (자양동),미인증
1176,대전광역시,서구,신황실서점,042-489-3246,"대전 서구 청사로 65 (월평동, 황실타운)",미인증
1159,대전광역시,서구,아동서적,042-542-9536,대전 서구 관저중로 98 20호 (관저동),미인증
1069,대전광역시,동구,여학생 서점,042-626-7869,대전 동구 대성2길 10 (소제동),미인증
1037,대전광역시,서구,열린서점,042-485-2155,대전 서구 갈마역로25번길 13 (갈마동),미인증
1035,대전광역시,유성구,열매서점,042-477-8852,대전 유성구 은구비남로 41 지하1층(지족동),미인증
935,대전광역시,중구,"왕자서점, 문구",042-581-3385,대전 중구 문화동 195-6 1층,미인증
912,대전광역시,중구,우리서점,042-226-1469,대전 중구 선화로 56 1층 (선화동),미인증
903,대전광역시,유성구,우분투북스,070-7840-1559,대전 유성구 어은로51번길 53 (어은동) 1층,미인증
898,대전광역시,동구,우송서점,042-638-2608,대전 동구 동대전로131번길 28 (자양동),미인증
897,대전광역시,동구,우송엔비서점,042-633-0549,대전 동구 동대전로131번길 36 우송엔비서점 (자양동),미인증
866,대전광역시,유성구,위드북스,042-671-7007,대전 유성구 테크노중앙로 14 (관평동) 2층,미인증
853,대전광역시,서구,유천서적,,대전 서구 도솔로 19 (도마동),미인증
748,대전광역시,서구,잠시서점,010-7674-9692,대전 중구 오류로 116 (오류동),미인증
717,대전광역시,서구,정보서적,042-524-4176,대전 서구 도솔5길 15 (도마동),미인증
702,대전광역시,서구,제일서림,042-476-7044,대전 서구 둔산서로 29 (둔산동),미인증
653,대전광역시,대덕구,종합서점,042-632-1410,대전 대덕구 중리동로 74 (중리동) 종합서점,미인증
587,대전광역시,중구,지영북스,042-255-8977,대전 중구 대종로593번길 49-5 (선화동) 145-14,미인증
586,대전광역시,동구,지영서점,042-273-3559,대전 동구 새울로 102-26 (용운동),미인증
585,대전광역시,유성구,지족서점,042-826-4249,대전 유성구 지족동로 150 (지족동) 리치빌딩 202호,미인증
503,대전광역시,대덕구,책방 정류장,010-9479-5410,대전 대덕구 한밭대로1174번길 46 (중리동),미인증
498,대전광역시,유성구,책방거듭나기,042-863-1001,대전 유성구 전민로 62-1 (전민동),미인증
476,대전광역시,중구,책방보다,010-7644-5428,대전 중구 보문로 295 (선화동) 대전아트센터 1층 책방보다,미인증
451,대전광역시,유성구,책방채움,010-3914-4003,대전 유성구 반석동로40번길 92-14 (반석동) 102호,미인증
428,대전광역시,유성구,책읽는다락서원책방,010-5241-8173,대전 유성구 은구비서로24번길 7 (지족동) 101호,미인증
406,대전광역시,동구,청운서적 대전보건대학교,042-670-9791,대전 동구 충정로 21 (가양동),미인증
395,대전광역시,서구,초롱서적문구,042-485-3603,"대전 서구 청사로 70 누리상가108호 (월평동, )",미인증
345,대전광역시,유성구,쿠아,042-867-5897,대전 유성구 신성로61번안길 53 (신성동) 1층 카페쿠아,미인증
343,대전광역시,서구,크로바서점,042-483-1286,"대전 서구 둔산로 155 (둔산동, 크로바아파트)상가 113호",미인증
341,대전광역시,서구,큰마을문구서적,042-527-0348,"대전 서구 대덕대로 150 204호 (갈마동, 경성큰마을(주))",미인증
335,대전광역시,서구,타임문고 시청점,042-489-5000,대전 서구 둔산로 129 (둔산동) 메디빌딩 지하 101호,미인증
